smiles,is_potent_any,split
O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1,1,train
CCCCCc1c(CC)c(C(=O)C(N)=O)c2c(OCC(=O)O)cccn12,1,train
COc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccco3)CC2C(=O)NO)cc1,1,train
Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,1,train
Cc1c(COc2cccc(Cl)c2)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,1,train
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,1,train
CCCc1ccc2c(c1)c(OC)cc1nc(C(=O)c3ccccc3)cn12,1,train
CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCc1ccccc1)C(C)C,1,train
COc1ccc(C#C/C(C)=C\CO/N=C2\CN3CCC2C3)cc1OC,1,train
COc1ccc(C#C/C(C)=C\CO/N=C2/CN3CCC2C3)cc1OC,1,train
O=c1c(Cc2ccccc2)c(Cc2ccc(O)cc2)oc2cc(O)ccc12,0,train
O=C(O)c1ccc2nccc(=O)n2c1,0,train
CC(=O)C1C(c2ccc(C)cc2)CC2CCC1N2C,1,train
CC(C)C[C@@H](N=C(N)N)C(=O)NCC(=O)N1CCC(c2cc(-c3ccc(O)c(Cl)c3Cl)nn2C)CC1,1,train
COc1ccc(S(=O)(=O)N2CCN(C(=O)OCc3cccnc3)CC2C(=O)NO)cc1,1,train
OC(c1ccc(Cl)cc1)c1ccccc1C1=NCCN1,1,train
O=C1C=C(c2c[nH]c3ccccc23)c2ccccc2C1=O,1,train
C/C(=N\C1CCCCC1)NC12CC3CC(CC(C3)C1)C2,1,train
NC(Cc1cnnn1O)C(=O)O,0,train
CCc1c(-c2ccccc2)c(O)nc2cc(Cl)ccc12,0,train
CN(C)CCCN(C(=O)c1cc2ccccc2s1)c1ccccc1SCc1ccccc1,1,train
NS(=O)(=O)c1ccc2c(O)c(C(=O)O)cnc2c1,0,train
NCCc1cc(O)c(O)cc1N,1,train
O=S1(=O)c2cccc3cccc(c23)N1CCN1CCC(CCc2c[nH]c3ccc(F)cc23)CC1,1,train
CCCCC(=O)N[C@@H]1CC(=O)NCCCC[C@@H](C(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)C2(CCc3c(Br)cccc3C2)NC1=O,1,train
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,1,train
C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,1,train
NC(Cc1onc(O)c1Br)C(=O)O,1,train
Cc1ccccc1NC(=O)Nc1ccc2cnccc2c1,1,train
CCC1CN2CCC1CC2[C@H](O)c1cc(-c2ccc3c(c2)OCO3)nc2ccc(OC)cc12,0,train
COc1ccc(-c2ccc3c(c2)OCO3)c(OC)c1OC,0,train
O=C(O)CN(c1ccccc1)S(=O)(=O)c1ccc(Cl)cc1,0,train
NC1C(=O)NC2Cc3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(O)cc(c2)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1[C@H](C(=O)C1NCCC2CCCCC21)NC3=O,0,train
Cn1c2ccccc2c2[nH]cc3nc4ccccc4c-3c21,1,train
CCCCC/C=C/C(=O)N1CCC[C@H]1C(=O)N1CCCC1,1,train
N#Cc1ccc2oc(NC(CC3CCCCC3)c3ccccc3)nc2c1,1,train
O=C(O)/C=C/c1ccc(C(=O)O)nc1,0,train
NC(=O)c1cc2c(Oc3ccc(C(F)(F)F)cc3)cncc2s1,1,train
COc1cc(C)cc2c1Oc1ccc([C@H](CC(C)C)OC(C)=O)c(OC)c1C(=O)OC2,0,train
O=C1C[C@H](NC(=O)[C@@H]2CS[C@H]3CC[C@H](NC(=O)OCc4ccccc4)C(=O)N32)C(O)O1,0,train
NC(=O)c1cc2c(Oc3ccc(COC4CCCCO4)cc3)cncc2s1,1,train
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1ccc(F)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,1,train
NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C1(O)CCCCC1,1,train
COc1ccc(CN(C[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)c2ccc3ccccc3n2)NC(=O)C(NC(=O)OCc2ccccc2)C(C)C)cc1,1,train
COc1ccc(NC(=O)N2CCN(c3ccc(C)cc3C)CC2)cc1N1CCN(C)CC1,1,train
C=Cc1[nH]cc(OC)c2c3ccccc3nc1-2,1,train
CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCCC(=O)O,0,train
CCCCN(CCCC)C(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,1,train
C=C(Br)C(=O)Nc1cc(C(=O)Nc2cc(C(=O)Nc3cc(C(=O)NCCC(=N)N)n(C)c3)n(C)c2)n(C)c1,1,train
CCCCC(=O)N[C@@H]1CC(=O)NCCCC[C@@H](C(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)C2(CCc3c(Cl)cccc3C2)NC1=O,1,train
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(C)=O)C2)cc(OC)c1OC,1,train
CC(C)Oc1cccc(-n2c(CCc3c[nH]c4ccc(Br)cc34)nc3ccccc3c2=O)c1,1,train
CC1CN(C(=N)S)N=C1c1cccc(Cl)c1,1,train
COc1ccc([C@H](Cc2ccncc2)c2cccc(NC(=O)N3CCCC3)c2)cc1OC1CCCC1,1,train
O=C(N/N=C/c1ccc(Cl)cc1)NC(Cc1c[nH]c2ccccc12)C(=O)NCCc1ccccc1,1,train
CCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccc(O)cc1)C(C)C)C(=O)O,1,train
CCOCn1c(Sc2ccccc2)c(C)c(=O)[nH]c1=O,1,train
COc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccc(-c4ccccc4)cc3)CC2C(=O)NO)cc1,1,train
N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-],0,train
CCOC(=O)c1nc2c(O)nc3cc(C(F)(F)F)c(-n4ccc(C(=O)O)c4)cc3n2n1,0,train
CCCCC/C=C(\C)C(=O)N1CCC[C@H]1C(=O)N1CCCC1,1,train
CC(=O)COc1c(-c2ccccc2)c(O)nc2cc(Cl)ccc12,1,train
CNC(=O)c1cc2c(Oc3ccc(-c4noc(C(F)(F)F)n4)cc3)cncc2s1,1,train
COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3cccc(OC)c3)CC2)cc1,1,train
Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)NC4CCCCC4)CC3)ccc2s1,1,train
COc1cccc2c1C(CCCN1CCN(c3ccccn3)CC1)=CCC2,1,train
Cc1cc(C(=O)Nc2cccc(Cl)c2)nn1-c1cccc(C(F)(F)F)c1,1,train
Cc1cc(COc2ccc(N3CC[C@H]([C@H](NC(=O)OC(C)(C)C)C(=O)NO)C3=O)cc2)c2ccccc2n1,1,train
CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccn2c1Cc1ccc2ccccc2c1,1,train
c1ccc(-c2cnc(Nc3ccccn3)o2)cc1,1,train
COc1ccc(-c2cc(Oc3c(F)cccc3F)nnc2-c2ccc(OC)cc2)cc1,1,train
CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)N(C)CCN(C)C)C(C)C,1,train
COc1ccc(-c2cc(Oc3cccc(C#N)c3)nnc2-c2ccc(OC)cc2)cc1,1,train
CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccn2c1Cc1ccccc1Cc1ccccc1,1,train
O=C1C=CN2c3ccccc3CCC2C1,1,train
CN(C(=O)n1nc(-c2ccc(Cl)cc2)nc1SCC(F)(F)F)c1ccccc1,1,train
COc1ccc(-c2cc(C3CCN(C(=O)CNC(=O)[C@@H](CC(C)C)N=C(N)N)CC3)n(C)n2)c(Cl)c1Cl,1,train
CC/C(=N\NC(N)=O)c1cccc(Br)c1,1,train
Cc1cc(C(=O)Nc2cc(Cl)cc(Cl)c2)nn1-c1cccs1,1,train
CN(C(=O)Nc1cnc2ccc(Cl)cc2c1-c1ccccc1)c1ccc(F)cc1F,1,train
CCCCc1ccc(CNC2C(Oc3c4cc5cc3Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C5NC(=O)C5NC(=O)C(Cc6ccc(cc6)O4)NC(=O)C(NC)c4ccc(O)c(c4)Oc4cc(O)c(Cl)c5c4)c4ccc(O)c(c4)-c4c(cc(O)c(CN5CCN(Cc6ccc(-c7ccccc7)cc6)CC5)c4O)[C@H](C(=O)NCCCN(C)C)NC3=O)OC(C(=O)NCCCN(C)C)C(O)C2O)cc1,0,train
CC(=O)[C@H]1CCCN1C(=O)c1cccc(C(=O)N2CCC[C@H]2C(=O)N2CCC[C@@H]2C#N)c1,1,train
O=C(O)CCNC(=O)C(Cc1ccccc1)CP(=O)(O)OCCc1ccccc1,1,train
COC(=O)CCc1c(-c2ccccc2)c(O)nc2cc(Cl)ccc12,1,train
O=c1oc(Nc2nncs2)nc2ccccc12,0,train
N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CNC(=O)c2cnccn2)NS(=O)(=O)Cc2ccccc2)C1O,1,train
Cn1ccnc1-c1ccccc1C(=O)c1ccc(Cl)cc1,1,train
CC[C@H](C)[C@H](NC(C#N)[C@H](Cc1ccc(O)cc1)NC(=O)C1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](CC(C)C)C(=O)O,1,train
CCCCc1nn(-c2ccccc2C(F)(F)F)c(C(=O)OCC)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1,train
CCOC(=O)N1CCC(S(=O)(=O)CCCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1,1,train
CC(C)CC[C@H](NS(=O)(=O)c1ccc(F)cc1)C(=O)N[C@@H](C=O)CC(C)C,1,train
CCOC(=O)c1cccc(Oc2cncc3sc(C(N)=O)cc23)c1,1,train
CCOC(=O)N1CCC(n2nnnc2CCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1,1,train
O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1c1cccnc1,1,train
NS(=O)(=O)Oc1cccc(-n2ccnc2)c1,1,train
C=CCc1cc(C(=O)CCC)ccc1OCCCNC(C)C,1,train
NC(=O)[C@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)NC(=O)[C@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)NC(=O)c1cc(I)cc(C2(C(F)(F)F)N=N2)c1,0,train
CCCCC(=O)N[C@@H]1CC(=O)NCCCC[C@@H](C(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)C2(CCc3c(cccc3OC(C)C)C2)NC1=O,1,train
CNC(=O)c1cc2c(Oc3ccc(-c4ccco4)cc3)cncc2s1,1,train
C=CCN1CCc2c(cc(O)c(O)c2F)C(c2ccc(O)cc2)C1,1,train
CNCCN1C(=O)c2cccc3cc4ccccc4c(c23)C1=O,1,train
O=C(O)CCNC(=O)C(Cc1ccc(-c2ccccc2)cc1)NCP(=O)(O)OCc1ccccc1,1,train
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCCCC1CN1CC=CC1,1,train
NC(CCc1nc2ccccc2n1CP(=O)(O)O)C(=O)O,1,train
O=C([O-])Cc1cc(F)ccc1Nc1c(Cl)cc(F)cc1Cl,0,train
COc1ccc(-c2cccc(CN3CCN(c4ncccn4)CC3)c2)cc1,1,train
NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H]1CSSC[C@H](C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](Cc2ccccc2)C(=O)O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC1=O,1,train
N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,1,train
N#C/C(C(=O)Nc1ccc(N)cc1)=C(/O)C1CC1,0,train
COc1ccc([C@H](Cc2ccncc2)c2ccsc2)cc1OC1CCCC1,1,train
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1OC(=O)c1ccc(-c2ccccc2)cc1,1,train
N#C/C(C(=O)Nc1ccncc1)=C(/O)C1CC1,1,train
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccccc2OC)cc1,1,train
CC(C)CCn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1,1,train
CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccsc1)Oc1ccc(F)cc1-3,1,train
O=C(Nc1nccs1)C1CCN(C(=O)Cn2c(=O)sc3ccc(Cl)cc32)CC1,1,train
Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,1,train
OC1CN=C2c3ccccc3C(O)(c3ccc(Cl)cc3)N2C1,1,train
COc1cc(/C=C(\C#N)C(=O)O)cc(OC)c1O,0,train
CCCCC1(CCCC)Nc2ccccc2C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0,train
O=C(O)/C=C/c1ccc(O)cc1,0,train
Cc1ncc(COP(=O)(O)O)c(C=O)c1O,0,train
CCCNc1ccc(C(=O)N2CCCCc3ccccc32)c(Cl)c1,1,train
CCCCC(=O)N[C@@H]1CC(=O)NCCCC[C@@H](C(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]cn2)NC1=O,1,train
O=C(O)Cc1ccc(C(=O)O)nc1,1,train
CSc1nc2nc(C(=O)c3ccccc3)cn2c2c1CCCC2,1,train
CC(C)c1cc(CN2CCOCC2)cc(C(C)C)c1O,0,train
Cc1cc(Cl)ccc1NC(=O)/C(C#N)=C(\O)C1CC1,1,train
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,0,train
Cc1cc(Cl)cc2c(-c3ccccc3Cl)c(NC(=O)Nc3ccc(F)cc3F)cnc12,1,train
CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1C,1,train
NS(=O)(=O)OCCOc1cccc(-n2ccnc2)c1,1,train
NCCCn1c2c(c3ccccc31)C(=O)CN1CCCCC21,0,train
CCc1c(C(=O)C(N)=O)c2c(OCc3ccc4ccccc4n3)cccn2c1Cc1ccccc1-c1ccccc1,0,train
COC(=O)[C@H](CC1CCCCC1)Nc1nc2ccccc2o1,1,train
O=C(N[C@H](C(=O)O)c1ccccc1)C(Cc1ccc(-c2ccccc2)cc1)NCP(=O)(O)O,1,train
COc1c([C@H](CC(C)C)OC(C)=O)ccc2c1C(=O)OCc1cc(C)cc(O)c1O2,1,train
CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCCN1CCOCC1)C(C)C,1,train
O=C1C[C@H](Cc2ccccc2)N1C(=O)NCCc1ccccc1,0,train
CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(Cl)c(Cl)c3)CC2)cc1,1,train
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)O,1,train
CCCCCNc1ccc(C(=O)N2CCCCc3ccccc32)c(Cl)c1,1,train
Cc1csc2nc([C@H](C)NC(=O)C=C(c3ccccc3)c3ccccc3)oc(=O)c12,1,train
CCOC(=O)N1Cc2c(OC)nc3nc(C(=O)c4ccccc4)cn3c2C1,1,train
CCOC(=O)Cn1c2cc(OC)ccc2c2cc[n+]3nc(CC)c(CC)cc3c21,1,train
Cc1ccc(Nc2nc(O)c3c[nH]nc3n2)cc1Cl,0,train
O=CC(=O)c1[nH]c2ccccc2c1NC1C(=O)NC2Cc3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(O)cc(c2)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1[C@H](C(=O)O)NC3=O,0,train
Cn1nc(-c2cccc(Cl)c2Cl)cc1C1CCN(C(=O)CNC(=O)[C@H](N=C(N)N)C2CCCCC2)CC1,0,train
COc1ccc(C(=O)c2coc(S(N)(=O)=O)c2)cc1,1,train
CCCCCCCCc1ccc(Oc2cncc3sc(C(N)=O)cc23)cc1,1,train
CONC1C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(OC)cc2)C1,1,train
N=C(N)c1ccc(CNC(=O)[C@@H]2CCC[C@H]2C(=O)NC2CCCCC2)cc1,1,train
CC(C)c1cccc(C(C)C)c1O,0,train
CC1C(c2cccc(Cl)c2Cl)=NN=C1C1CCN(C(=O)CNC(=O)[C@H](N=C(N)N)C2CCCCC2)CC1,0,train
CCCCCn1c2cc(OC)ccc2c2cc[n+]3nc(C)c(C)cc3c21,1,train
O=C(O)CN(c1ccccc1)S(=O)(=O)c1ccc(NC(=O)c2ccccc2)cc1,1,train
O=C(NCc1ccccc1)Nc1ccc2cnccc2c1,1,train
O=C(O)CNS(=O)(=O)c1ccc(NC(=O)c2ccccc2)cc1,1,train
COC(=O)[C@@H]1C2CC[C@H](C[C@H]1OC(=O)c1ccc3ccccc3c1)N2C,1,train
CCc1c(O)nc(C)c2cc(OC)c(OC)cc12,1,train
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,1,train
Cc1ccsc1/C=C/C(=O)N[C@@H](C)c1nc2scc(C)c2c(=O)o1,1,train
CCOC(=O)c1cc2c(cn1)nc(O)c1ccccc12,1,train
Cc1ccccc1-n1nc(-c2c(-c3ccc(F)cc3Cl)nc3ccccn23)ccc1=O,1,train
Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1,1,train
Cc1cc(COc2ccc(N3CC[C@H]([C@H](NC(=O)c4ccccc4)C(=O)NO)C3=O)cc2)c2ccccc2n1,1,train
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,0,train
Cc1ccc(C2(O)c3ccccc3C3=NCCN32)cc1,1,train
C[C@H](NC(=O)Cc1ccc(Cl)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCc1ccccc1,1,train
Cc1ccsc1C(=CCCN1CCC[C@H](C(=O)O)C1)c1sccc1C,1,train
Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,1,train
CSCC[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](N)CS)C(C)C)C(=O)O,1,train
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](N)CS)C(C)C)C(=O)O,1,train
O=C(O)Cn1c(-c2ccccc2)c2c(c1-c1ccccc1)CCCC2,1,train
COc1cc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC,1,train
NC(Cc1cc(O)no1)C(=O)O,1,train
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@@]21C,1,train
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,1,train
CCc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,0,train
COc1cc(/C=C/c2ccc(N(C)C)cc2)cc(OC)c1OC,0,train
CCC(=O)C1C(CC)CC2CCC1N2C,0,train
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O,1,train
Nc1nc(O)c2ncn(OCCC(O)CO)c2n1,0,train
CC(C)Oc1cccc(-n2c(/C=C/c3c[nH]c4ccc(Br)cc34)nc3ccccc3c2=O)c1,1,train
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCC[C@H](O)[C@H]1CN1CCCC1,1,train
CNc1nc(Cl)nc2c1ncn2CCC(COP(=O)(O)O)COP(=O)(O)O,1,train
NNC(=O)NCCCCC(=O)Nc1ccccc1,0,train
Cc1cccc(Cl)c1Nc1ccccc1CC(=O)O,0,train
CCOc1ccc(-c2nc3cc(-c4nc5cc(N6CCN(C)CC6)ccc5[nH]4)ccc3[nH]2)cc1,1,train
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3C(=O)[O-])cc1)C(=O)CC2,1,train
Cc1cc(C(=O)Nc2cc(Cl)cc(Cl)c2)nn1-c1ccccc1,1,train
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)C(C)C)[C@@H](C)O)C(C)C)[C@@H](C)O)C(C)C)C(N)=O,1,train
CN(c1ccccc1C(=O)O)S(=O)(=O)c1ccc2ccccc2c1,0,train
CN1CCN(CCC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,1,train
O=C1NC(=O)c2c1c1c(ccc3cccnc31)c1[nH]c3ccccc3c21,1,train
Fc1ccc(-c2[nH]c(/C=C/c3ccccc3)nc2-c2ccncc2)cc1,1,train
CCc1cc(NCc2ccc3ccccc3c2)c(O)nc1C,1,train
CCC1CN2CCC1CC2[C@H](O)c1cc(-c2cccc([N+](=O)[O-])c2)nc2ccc(OC)cc12,0,train
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,1,train
CCc1cccn1C1=CC(C)(C)Oc2ccc(C#N)cc21,0,train
O=C1N[C@@H](Cc2ccccc2)C(=O)N2[C@H]3Nc4ccccc4[C@@]3(O)C[C@@H]12,0,train
OC1(c2ccc(Cl)cc2Cl)c2ccccc2C2=NCCN21,1,train
COc1ccc(-c2ccc(OC)c(=O)cc2)c(OC)c1OC,1,train
O=C(O)[C@H](NS(=O)(=O)c1ccccc1)c1ccccc1,0,train
O=C(O)[C@@H](NS(=O)(=O)c1ccccc1)c1ccccc1,0,train
CS[C@@H]1C(=O)N(C(=O)NCc2ccncc2)[C@H]1Cc1ccccc1,1,train
COc1ccc(S(=O)(=O)N2CCN(C(=O)COc3ccccc3)CC2C(=O)NO)cc1,1,train
Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)Nc4cccc5[nH]ccc45)CC3)ccc2s1,1,train
O=C(O)c1ccc2oc(NC(CC3CCCCC3)c3ccccc3)nc2c1,1,train
CN1C[C@@H]2Cc3ccccc3[C@]13CCCC[C@@H]23,1,train
CC(=O)Nc1ccc(OCCCNC(C)C)cc1,1,train
Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1,1,train
CCCC[C@@H](NC(=O)CC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCC)C(=O)N[C@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)C(CC(=O)O)NC(=O)OC(C)(C)C,1,train
COc1ccc2c(c1)CCC=C2CCCN1CCN(c2ccccc2OC)CC1,1,train
CC(=O)N1CCN(Cc2cc(C(C)C)c(O)c(C(C)C)c2)CC1,0,train
O=C(NCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(CC2CCCCO2)CC1,1,train
Cc1cc(COc2ccc(N3CC[C@H]([C@H](C)N(O)C=O)C3=O)cc2)c2ccccc2n1,1,train
NC(=O)c1cc2c(Oc3ccc(C(=O)NCCN4CCOCC4)cc3)cncc2s1,1,train
C[C@]1(COC(=O)Cc2ccccc2)[C@H](C(=O)[O-])N2C(=O)/C(=C/c3ccccn3)C2S1(=O)=O,1,train
COc1ccc(/C=C/c2cnc3nc(N)nc(N)c3c2)cc1,1,train
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)OCc1cc(=O)c(O)co1,1,train
CC(C)(O)CCC(C[C@H](O)[C@H](Cc1ccccc1F)NC(=O)c1cnc2ccccc2n1)C(N)=O,1,train
Cc1ccccc1C(=CCCN1CCC[C@H](C(=O)O)C1)c1ccccc1C,1,train
COC(=O)[C@H](Cc1ccc(C#Cc2ccccc2)cc1)NC(=O)CNC(=O)CN(C)C(=N)N,0,train
